audio_filepath,texts
F1/Audio/inform_2757_07.wav,"қатты ауырып жатқан балалар жоқ, - дейді солтүстік қазақстан облысының денсаулық сақтау басқармасы басшысының міндетін атқарушы нұрлан айманов."
F1/Audio/inform_1535_1.wav,"мың тоғыз жүз сексен үшінші жылы губкин атындағы мәскеу мұнай-химия және газ өнеркәсібі институтын геология және мұнай -газ кен орындарын барлау мамандығы бойынша бітірген,"
F1/Audio/inform_4528_02.wav,"оның ішінде жетпіс төрт нысаннан елу үш миллиард жеті жүз жиырма тоғыз миллион сегіз жүз мың теңгені құрайтын заңбұзушылық анықталып отыр, деп хабарлайды қазақпарат тілшісі."
F1/Audio/inform_3314_18.wav,дизайн-код жобасы қала тұрғындарына талқылау үшін ұсынылатын болады.
F1/Audio/inform_1595_00.wav,хаттаманың бірінші бабында бәйтерек кешені экологиялық қауіпсіздік деңгейі жоғары тасымалдағыш зымырандарды ұшыруға арналатыны атап өтілген.
F1/Audio/inform_1130_05.wav,шараны ашқан өңір депутаттық тобының жетекшісі михаил бортник мемлекет басшысының экономиканы одан әрі цифрландыру бойынша міндет қойғанын еске сала отырып:
F1/Audio/inform_2092_01.wav,элиталық дивизиондағы матчтар острава және тршинец қалаларында өтеді.
F1/Audio/inform_3348_26.wav,"дегенмен, жекелеген кәсіпорындарда төрт жүз елу төрт бүтін оннан тоғыз миллион теңге сомасында жалақы бойынша"
F1/Audio/inform_2000_02.wav,"мерекелік шарада аяз ата мен ақшақар балалармен бірге ескі жылмен қоштасып, жаңа жылды қарсы алды."
F1/Audio/inform_644_17.wav,қазіргі қызметінде екі мың он тоғызыншы жылдың қаңтарынан бастап.
F1/Audio/inform_4621_32.wav,ондағылар вирустан қалай сақтанады?
F1/Audio/inform_830_61.wav,қала көлемінде он бір жасөспірім жүкті екені анықталды.
F1/Audio/inform_865_11.wav,халық арасында жүргізілген соңғы пікіртерім нәтижелері бойынша келесі он екі айда бағалардың қазіргі өсу қарқынының сақталуын немесе оның баяулауын күтетін респонденттер үлесі елу төртте жеті пайызды құрады.
F1/Audio/inform_865_07.wav,"азық-түлік тауарларының бағасы инфляцияға ең көп үлес қосуын жалғастыруда, ол қазанның деңгейінде тұрақтанып, тоғызда жеті пайызды құрады."
F1/Audio/inform_2813_02.wav,екі мың бірінші жылы мектеп бітірген соң екі мың екінші жылы қазақ ұлттық аграрлық университетінің электрлендіру және автоматтандыру факультетіне оқуға түскен.
F1/Audio/inform_1627_12.wav,"жыл соңына дейін қуаттылығы жүз екі бүтін оннан сегіз мегаватт болатын үш жэк нысаны пайдалануға беріледі, бұл жаңартылатын энергия нысандарының жиынтық қуаттылығын мың қырық екі мегаваттқа дейін арттырады."
F1/Audio/inform_2083_01.wav,"алпыс жеті жастағы құрбанжан исмаилов моншада есінен танып, бір сағатқа жуық уақыт ыстық пештің үстінде жатып қалған."
F1/Audio/inform_4099_17.wav,"тәжірибенің өзі көрсеткендей, әлеуметтік арақашықтық, қоғамдық орындарда маска тағу, қолды жиі жуу және антисептикті ылғи пайдалану - коронавирус инфекциясының алдын алудың тиімді және таптырмас шаралары болып қала береді."
F1/Audio/inform_821_09.wav,"міне, соның дәлелі ретінде ұзақ жылдар кезекте тұрған азаматтар бүгін жаңа қонысқа ие болып отыр - деді аудан әкімі қанатбек мәдібек."
F1/Audio/inform_816_15.wav,"мың тоғыз жүз жетпіс төртінші жылы аманкелді аудандық ішкі істер бөліміне жұмысқа тұрып, үш жылдан соң бөлім бастығына дейін көтеріледі."
F1/Audio/inform_881_05.wav,оның әжесі бар және қазақстанда жүргізілген геномдық сараптама туыстығын дәлелдеді.
F1/Audio/inform_4103_00.wav,коронавирус жұқтырғанда бастапқы кезеңінде өкпенің қабынуы қай деңгейде болады?
F1/Audio/inform_2008_0.wav,"ақмола облысында жомарт жүрек - екі мың он тоғыз сыйлығының елуден астам лауреаттары марапатталды, деп хабарлайды қазақпарат тілшісі."
F1/Audio/inform_835_01.wav,"өңірде биыл мемлекеттік түрлі бағдарламалар арқылы жұмыспен қамтылған жастар саны он мыңға жуықтады, деп хабарлайды қазақпарат тілшісі."
F1/Audio/inform_4101_068.wav,"біріншіден, қауіпті індетті жоққа шығарып, санитарлық талапты сақтамау, екіншіден, төтенше жағдай тоқтап, карантиндік режимді босаңсыту салдары."
F1/Audio/inform_1115_00.wav,"тәуелсіздік күні мен жаңа жыл мерекелеріне орай жолаушылар тасымалы акционерлік қоғамы екі бағытта қосымша электр пойыздарын жолға шығарады, деп хабарлайды қазақпарат тілшісі."
F1/Audio/inform_833_08.wav,ал кентаулық шығыс ырғақтары және сарыағаштық еркетай би ұжымдары екінші орынды еншілесе.
F1/Audio/inform_4515_04.wav,биыл пандемияға байланысты енгізілген карантинның нәтижесінде мал ұрлығы тағы да екі есеге азайды.
F1/Audio/inform_667_13.wav,"екі мың жиырма екінші жылдан бастап компания жасыл технологияларға негізделген вагондарды сатып алу немесе жаңартуды көздеп отыр, - деді асылхан қалдыкозов."
F1/Audio/inform_639_09.wav,"сот орындаушы өзінің міндетін дұрыс орындамаған болуы мүмкін, сондықтан бұл жерде жеке сот орындаушысын ауыстыру туралы сұрақ туындайды."
F1/Audio/inform_807_08.wav,"бүгінде біздің астанамызды әлем таниды, елордамыздың дамуына жастардың қосқан үлесі зор - деді қала әкімі алтай көлгінов елорданың үздік волонтеры номинациясын табыстай тұрып."
F1/Audio/inform_2028_14.wav,қасым-жомарт кемелұлы еліміздің аймақтарына жиырма бес рет жұмыс сапарымен барды.
F1/Audio/inform_848_23.wav,орта бизнес - еліміздің тұрақты дамуының негізі.
F1/Audio/inform_2017_09.wav,"жаңа жыл қарсаңында сіздерге зор денсаулық, бақ-береке, сәттілік пен табыс тілеймін."
F1/Audio/inform_1979_19.wav,"жеке сот орындаушыларының санын үш есеге, екі мың екі жүзге дейін арттыруға мүмкін болды."
F1/Audio/inform_1571_08.wav,"полиция департаментінің баспасөз қызметі атап өткендей, қазіргі кезде осы оқиғаға қатысты."
F1/Audio/inform_1512_118.wav,"марапатыңыз тағы құтты болсын, сұхбатыңызға рахмет!"
F1/Audio/inform_1643_07.wav,"бұдан бөлек, асыраушысынан айрылғандарға берілетін жәрдемақы асырауындағы адамдар санына байланысты жиырма алты мың сегіз жүз он сегіз теңгеден алпыс бес мың жеті жүз тоқсан жеті теңгеге дейін болады."
F1/Audio/inform_1067_05.wav,"полицейлер такси жүргізушілерінен, аудан орталығындағы саудагерлерден, көріп-білуі мүмкін деген адамдардан сұрастырып шықты."
F1/Audio/inform_3399_01.wav,"ол туралы қазақстан мұсылмандары діни басқармасының төрағасы наурызбай қажы тағанұлы мәлім етті, - деп хабарлайды қазақпарат тілшісі."
F1/Audio/inform_2828_00.wav,"алик шпекбаев жұмыс сапарының екінші күні мемлекеттік органдар, қаржы институттары, табиғи монополиялар субъектілері."
F1/Audio/inform_2760_16.wav,"жауапты органдар, атап айтқанда қорғаныс министрлігі, ішкі істер министрлігі, төтенше жағдайлар министрлігі және басқа да бірқатар мемлекеттік органдар осы күн тәртібі бойынша"
F1/Audio/inform_797_00.wav,"алтыншы желтоқсанда қазақстанның басым бөлігінде фронтальді бөліктердің өтуіне байланысты ауа райы құбылмалы болады, кей жерлерінде жауын-шашын түсіп, солтүстікте, шығыста және оңтүстіктің кей жерлерінде қалық қар аралас жаңбыр жауады."
F1/Audio/inform_1540_03.wav,аталмыш жоба осы университеттің базасында жүзеге асырылмақ.
F1/Audio/inform_1984_08.wav,"жедел-іздестіру жұмыстары нәтижесінде бейнебақылау камерасына түсіп қалған күдіктілердің көлігін анықтап, осы іске қатысты төрт күдікті шымкент қаласында ұсталды."
F1/Audio/inform_4104_17.wav,"сондай-ақ, науқастар созылмалы аурулары үшін, мәселен артериялық гипертензия немесе қант диабеті, демікпе болса - бұрын тағайындалған препараттарды қабылдауды жалғастыруы қажет."
F1/Audio/inform_799_09.wav,"еске сала кетейік, бұдан бұрын ақжайықтың никельщиктен ұтылып қалғанын жазған болатынбыз."
F1/Audio/inform_4512_05.wav,"естеріңізге сала кетейік, жыл басында рухани жаңғыру қазақстандық қоғамдық даму институтының базасында өзгерістің сәруарлары әлеуметтік жобалар бағдарламасы қолға алынған болатын."
F1/Audio/inform_1595_14.wav,қазақстан тарапы зенит-м кешенінің жерүсті инфрақұрылымы нысандарын қайта жаңарту мен жаңғырту жұмыстарын жүргізеді.
F1/Audio/inform_2832_09.wav,буран-нөл сексен экипажы ұрланған көлікті жан-жағынан қоршап тоқтатты.
F1/Audio/inform_4093_06.wav,"кешен үлкен арена, әмбебап зал, бокс және күрес залдары және төрт киім ауыстыратын бөлмелермен қамтылған."
F1/Audio/inform_2779_07.wav,"сондықтан да еліміздігі жоғары оқу орындарында оқитын студенттердің жетпіс пайызы мемлекеттік тілде білім алатындығын ескере отырып,"
F1/Audio/inform_3415_09.wav,"қолда бар өсімдіктер дүниесін сақтап, орман қорына және елді мекендерде бес жылға арналған жоспарларға сәйкес ағаш отырғызу көлемін қамтамасыз етуіміз қажет."
F1/Audio/inform_855_17.wav,"қазақ әдебиетінің қазіргі қазіргі жас әдебиетшілеріне қолдау көрсету үшін жас қаламгерлерді, есімі елге белгілі қаламгерлерді шығаруға тырысамыз."
F1/Audio/inform_2070_04.wav,"қазақ кср мәдениет министрлігінде, қазақ әдебиеті газетінде, жұлдыз журналында, жазушылар одағында істеген."
F1/Audio/inform_3405_02.wav,әліпби әлі де жетілетіндіктен ербол тілешов соңғы нұсқаны жариялауға асықпау керектігін айтады.
F1/Audio/inform_3327_10.wav,мың тоғыз жүз сексен үшінші жылдан - қазақстан лениндік комсомол жастар одағы гурьев қалалық комитетінің бірінші хатшысы.
F1/Audio/inform_805_37.wav,өз тәжірибемде мұндай той бұрын-соңды болған емес.
F1/Audio/inform_752_12.wav,ал солтүстік қазақстан облыстық мәслихатының хатшысы владимир бубенко аймақтың әлеуметтік-экономикалық дамуы мен қоғамды демократияландырудағы мәслихаттардың депутаттық корпусының рөлі жайында сөз қозғады.
F1/Audio/inform_830_06.wav,тілшімізге сырын ақтарған екі бойжеткен аты-жөнін жасыруды өтінді.
F1/Audio/inform_1597_05.wav,ал кәсіпорында біздің білікті мамандар осы заманғы қондырғылардың көмегімен және тиісті стандарттардан ауытқымай сапалы өнім әзірлейді.
F1/Audio/inform_775_08.wav,азаматтардың шешімдер қабылдау процесіне қатысу және олардың іске асырылуын бақылау тетіктерін көздейтін жергілікті өзін-өзі басқару органдарын одан әрі дамытуды қолдау қажеттігін атап өткенін еске салды.
F1/Audio/inform_3444_19.wav,өңірлердің әкімдері әлеуметтік маңызы бар тауарлар мен тарифтердің бағасын тұрақтандыру бойынша шаралар қабылдауы тиіс.
F1/Audio/inform_2067_11.wav,жасанды шырша балалар мен экобелсенділердің өз қолдарынан жасаған ойыншықтарымен безендірілді.
F1/Audio/inform_4522_00.wav,жамбыл облысында ағымдағы жылы тоқсан бір нысанға аудиттік тексеру жүргізілген.
F1/Audio/inform_4135_05.wav,алдын-ала болжам бойынша қыз бала басынан жарақат алған - деді аталған ведомствоның баспасөз қызметінің өкілі айгүл айманбекова.
F1/Audio/inform_1062_04.wav,"қызылорда облысы полиция департаментінің қызметкерлері оқыс оқиғаның алдын алу үшін тәулік бойы батыс еуропа - батыс қытай халықаралық автомобиль жолын патрульдеп, дереу күшейтілген кезекшілікке көшті."
F1/Audio/inform_2814_04.wav,оған қазақстан республикасы  еңбек және халықты әлеуметтік қорғау министрлігінің жауапты қызметкерлері жұмыс және сараптама тобының мүшелері
F1/Audio/inform_2812_19.wav,талдау қорытындысы бойынша спутник бес тиімділігі тоқсан бір де төрт пайызды құрады.
F1/Audio/inform_2844_20.wav,"кездесу қорытындысы бойынша қасым-жомарт тоқаев агенттікке қаржылық тұрақтылықты қамтамасыз етуді, қаржы нарығының барлық секторында тәуекелге бағдарланған қадағалау жүйесін енгізуді."
F1/Audio/inform_1161_2.wav,"атап айтқанда, бұл шаралар биылғы жиырма екінші желтоқсанда шетелде уақытша және тұрақты тұрып жатқан өзбекстан азаматтары үшін өлий мәжілісі палатасына депутаттарды сайлау бойынша ұйымдастырылып отыр."
F1/Audio/inform_1963_12.wav,"бұдан бөлек ол борышкерлердің тұрақты жұмыс орны мен мүлкі болмаса, онда жеке сот орындаушы одан объективті түрде ештеңе өндіре алмайтынын атап өтті."
F1/Audio/inform_4092_40.wav,"байқоңыр, шығыс ғарыш айлақтарынан және гвиана ғарыш орталығынан ұшырылды."
F1/Audio/inform_1521_03.wav,солтүстік қазақстан облысының ғабит мүсірепов ауданындағы шұқыркөл ауылы - облыс орталығынан шалғай жатқан елді мекендердің бірі.
F1/Audio/inform_3411_08.wav,монополияға қарсы органмен келісу бойынша электрондық сауда алаңы арқылы сатылатын газ көлемін белгілеу көзделген.
F1/Audio/inform_4102_23.wav,"науқастардың басым бөлігі бойларын мазасыздық, үрей мен өлім қорқынышы билеп алғанын айтып шағымданды."
F1/Audio/inform_4526_1.wav,"атмосфералық фронттарға байланысты республиканың солтүстік жартысында, шығысында және қиыр оңтүстігінде қар жауады, жел күшейеді."
F1/Audio/inform_1504_45.wav,ал екі мың он сегізінші жылдың наурыз айынан бастап газет атауы латын әліпбиімен егемен қазақстан болып жарық көріп келеді.
F1/Audio/inform_1539_01.wav,отыз гектар аумақты алатын технопарктің негізгі міндеті өнім өндіру саласындағы жұмыс жасайтын кәсіпкерлерді бір жерге орналастыру.
F1/Audio/inform_2816_10.wav,"науқастарды негізгі ауру бойынша стационарға терапевтік бөлімшеге алып келе жатқан, олар зардап шеккен жоқ."
F1/Audio/inform_1127_15.wav,ойында челси қарсыласынан екі де бір есебімен басым түсті.
F1/Audio/inform_2772_00.wav,парламент сенатының жалпы отырысында қабылданған қазақстан республикасының әкімшілік-аумақтық құрылысы туралы қазақстан заңына өзгерістер мен толықтырулар енгізу туралы
F1/Audio/inform_3358_16.wav,"бүгінгі таңда медиа құралдарын іске қосу, үйрету жұмыстары жүргізілуде."
F1/Audio/inform_4091_44.wav,екі мың тоғызыншы жылы желтоқсанда әуезов ауданы әкімінің орынбасары болып тағайындалды.
F1/Audio/inform_3348_10.wav,"жалақы мен сыйақы уақытылы төленуі тиіс, - деді облыс әкімі кәсіпорын басшыларына."
F1/Audio/inform_646_02.wav,еңбек жолы: дінмұхаммед қонаев атындағы гуманитарлық институттың оқытушысы.
F1/Audio/inform_1960_063.wav,"содан өзіміздің институтта, ұстазым, педагогика ғылымдарының кандидаты, доцент михаил савельевичтің жетекшілігімен жаттығу процесін биоритмологиялық есептеулер арқылы түзіп басқару деген ғылыми жұмыс тақырыбын бекітіп, аспирантураға қабылдандым."
F1/Audio/inform_3348_24.wav,еңбек қатынастары саласындағы жағдай тұрақты.
F1/Audio/inform_3386_27.wav,"бұл бағдарламалар қазақстандық жоғары оқу орындарының бакалавриат және магистратура студенттерінің екі айлық тағылымдамадан өту мүмкіндігін, ал түлектердің одан әрі бос жұмыс орындарына,"
F1/Audio/inform_2037_00.wav,шымкенттегі мектептердің директорлары уақытша тергеу абақтысын көріп шықты.
F1/Audio/inform_2789_13.wav,өткен жылы мұндай жиырма тоғыз автомобиль тіркелген болатын.
F1/Audio/inform_2744_10.wav,"бұл экономикалық тұрғыдан қалаға ғана емес, елге де қатты соққы болды."
F1/Audio/inform_2040_03.wav,мұның барлығы еліміздің реформаға тыңғылықты дайындалғанын көрсетеді.
F1/Audio/inform_1512_006.wav,президенттің өзі табыстайды дегенді бір апта бұрын жайлау жауапкершілігі шектеулі серіктестігі басшысы амантай айтты.
F1/Audio/inform_720_03.wav,"әкімдіктер жанындағы комиссиялардың жұмысына, азаматтардың өмірлік қажеттіліктеріне ден қою, оларды әлеуметтік қорғауды қамтамасыз ету қызметіне назар аударуды тапсырды."
F1/Audio/inform_1641_01.wav,"атырау мұнай өңдеу зауытында екі мың он сегізінші жылдан бастап хош иісті көмірсутектер - бензол, параксилолды өндірісі басталды."
F1/Audio/inform_1503_01.wav,"салтанатты рәсімге жапонияның премьер-министрі синдзо абэ, токио губернаторы юрико койке және сәулетші кенго кума мен бақ өкілдері қатысып, олимпиада ойындардың белгісі болатын нысанды көріп шықты."
F1/Audio/inform_1614_051.wav,"мысалы, қазақстанда бизнес ашу үшін небәрі бір күн қажет, ал жылжымайтын мүлікті тіркеу үшін үш күн жеткілікті."
F1/Audio/inform_1117_7.wav,димаштың нью-йорктегі концертіне билеттер бір жарым айда сатылып кеткен.
F1/Audio/inform_2846_06.wav,"батыс қазақстан облысының полиция департаменті баспасөз қызметінің нақтылауынша, сағат он бір елу шамасында бмв автокөлігінің жүргізушісі тайманов көшесі жағынан келе жатып."
F1/Audio/inform_874_15.wav,үздік сыныптан тыс шара номинациясында шет ауданынан ербол қызылов озат болды.
F1/Audio/inform_2826_03.wav,жер мәселелері жөніндегі мониторинг тобының сарапшысы болып жүргеніме көп жыл болды.
F1/Audio/inform_892_13.wav,екі мың он тоғызыншы жылы археолог айсұлу ержігітова мен серік ақылбек тапқан.
F1/Audio/inform_2070_07.wav,"ара-шмель журналының, түркістан, заман қазақстан газеттерінің бас редакторы болған."
F1/Audio/inform_3304_08.wav,екі мың жиырмасыншы жылдың тоғызыншы желтоқсанында таңертең іздеу жұмыстары жалғастырылды.
F1/Audio/inform_1566_09.wav,"ал қазақстандық байқоңыр баланс ұйымы пайдалану талаптарына бақылап, есеп-қисап және мониторинг шараларын жүргізетенін атап өтті."
F1/Audio/inform_1625_15.wav,"сотталушының заңды өкілі сот қаулысымен келісетінін, қызының қазір ауыр күйде екенін жеткізді."
F1/Audio/inform_3415_04.wav,ол алматыда ағаштар заңсыз кесілген резонанстық жағдай бәріміздің есімізде екенін айтты.
F1/Audio/inform_4127_06.wav,құрылыс-монтаж жұмыстары қарқынды жүріп жатыр.
F1/Audio/inform_2819_11.wav,жергілікті полиция қызметкерлері заманауи технологиялардың мүмкіндігі туралы айтып берді.
F1/Audio/inform_777_09.wav,жиында іскерлік кеңестің екі мың жиырмасыншы жылғы жұмыс жоспары талқыланды.
F1/Audio/inform_1123_11.wav,тоқсан төрт-тоқсан бесінші жылдары - торғай облыстық соты төрағасының орынбасары.
F1/Audio/inform_3374_08.wav,"сонымен қатар, еріктілерге төтенше жағдай кезіндегі сақтық шаралары туралы қажетті нұсқаулар берілді."
F1/Audio/inform_4627_03.wav,мәскеу мемлекеттік театр өнері институтының театртану факультетін бітірген.
F1/Audio/inform_761_03.wav,"ата-ана құқығынан айыру - бір күндік жұмыс емес, ұзақ процесс."
F1/Audio/inform_1094_03.wav,әлеуметтік желіде бұл тақырып қызу талқыға түсті.
F1/Audio/inform_4530_061.wav,"екінші жағынан, азық-түлік себетіне салынатын өнімдер жергілікті кәсіпорындардан сатып алынады."
F1/Audio/inform_1082_11.wav,"сонымен қатар, жұмабек рахым, құрмет құралхан, ардакерей қап, тоба өтепбай, нұрислам әбділ және жарқын жұпархан көкшетау қаласы әкімінің алғыс хаттарымен, бағалы сыйлықтарымен марапатталды."
F1/Audio/inform_3346_10.wav,"атап өтер жайт, ауыл шаруашылығы саласы айрықша көңіл бөлуді қажет етеді."
F1/Audio/inform_4528_10.wav,әрі республикалық және жергілікті бюджет қаражатының тиімді жұмсалуын жіті тексереді.
F1/Audio/inform_858_2.wav,алматыдан таразға бет алған хонда одиссей маркалы автокөлік кенеттен басты жолға шығып кеткен бір бағыттағы камаз жүк көлігіне келіп соғылған.
F1/Audio/inform_2065_11.wav,парниктік газдар шығарындыларын азайту бойынша қажетті шаралар қабылдау үшін министрлік герман тарабының қолдауымен екі мың елуінші жылға дейінгі төменкөміртекті даму стратегиясын әзірлеуге кірісті - деді ол.
F1/Audio/inform_787_15.wav,сорбонна - қазақстан институты париж қаласының сорбоннасы жоғары білім ғылыми орталығының әлемдегі екінші және орталық азиядағы бірден-бір филиалы болып отыр.
F1/Audio/inform_1969_06.wav,бұл тұрғыда қандай пікір болатынын білгіміз келеді.
F1/Audio/inform_4515_07.wav,мал ұрлығының алдын алу мақсатында қазақстанның ауыл шаруашылығы министрлігі мен қазақстанның ішкі істер министрлігі бірлескен меморандум қабылданды.
F1/Audio/inform_1143_12.wav,біздің мамандар ветеринарлық талаптарды бекіту бағытында орасан зор жұмыс істеді.
F1/Audio/inform_787_23.wav,жиырма бес жылдығын атап өту бойынша іс-шаралар аясында қазақстан - ұлы дала елі тақырыбындағы фотокөрме ашылды.
F1/Audio/inform_3324_01.wav,бұл әлемдегі ең беткеұстар ойыншылар лионель месси мен криштиану роналду арасындағы кезекті бәсеке еді.
F1/Audio/inform_3386_12.wav,премьер-министр болашақтың цифрлық экономикасын дамытуда сапалы серпілісті жүзеге асырудың және қазақстанда платформалық модельге көшудің маңыздылығын атап өтті.
F1/Audio/inform_889_17.wav,геномдық сараптама туыстықтарын тағы да бір мәрте нақтылады.
F1/Audio/inform_4627_16.wav,мың тоғыз жүз тоқсан сегізінші жылы қаламгердің үш томдық шығармалар жинағы жарық көрді.
F1/Audio/inform_4104_31.wav,оған әр апта сайын зерттеу жүргізілді.
F1/Audio/inform_4502_05.wav,екеуі де қайтыс болды.
F1/Audio/inform_3410_00.wav,"батыс қазақстан облысында тегін медициналық көмектің кепілдік берілген көлемі шеңберінде қызмет алатын жүз он сегіз мың сегіз жүз тоқсан адам сақтандырылмаған, деп хабарлайды қазақпарат тілшісі."
F1/Audio/inform_1522_14.wav,бітімгершілік миссия құрамында бейбітшілік пен қауіпсіздікті қолдау бойынша міндеттерді үлгілі орындағаны үшін жыл бітімгері номинациясы бойынша капитан арман тастанбеков жеңімпаз атанды.
F1/Audio/inform_2713_00.wav,ақтөбеде шошқа фермасына қатысты тексеру жұмыстары аяқталды.
F1/Audio/inform_1163_056.wav,ярким примером народного единства стали события в арыси.
F1/Audio/inform_1517_18.wav,қазақстан чемпионатының күмісін иеленген спортшы.
F1/Audio/inform_645_12.wav,"қазақстан парламентіне он жыл, астананың он жылдығы мерекелік медальдарымен марапатталған және мәдениет қайраткері атағының иегері, жыл адамы-екі мың алты атағының иегері."
F1/Audio/inform_2820_04.wav,вакцина - өлі вирус немесе вирустың бір бөлшегі.
F1/Audio/inform_3414_02.wav,"келесі жылы халықтың қажеттілігінің артуын және елдегі эпидемиялық жағдайды ескере отырып, медициналық көмекті сатып алу көлемінің ұлғаюы болжануда."
F1/Audio/inform_2090_08.wav,"жаңа автомобильдер нұр-сұлтан қаласы жедел медициналық көмек қызметінің автопаркін жүз пайыз толықтыруға, жүз үш қызметі жұмысының жеделдігін арттыруға мүмкіндік береді."
F1/Audio/inform_1141_09.wav,"қоғамдық диалог, ашықтық, адамдардың мұң-мұқтажына жедел назар аудару мемлекеттік органдар қызметінің негізгі басымдықтары болып саналатыны қамтылды."
F1/Audio/inform_2837_08.wav,жедел-іздестіру іс-шараларының нәтижелері бойынша тәркіленген жалған банкноттардың жалпы сомасы үш жүз сегіз мың теңгені құрайтын сексен бес дана болды.
F1/Audio/inform_1126_03.wav,"қазақстан-ресей шекарасындағы өткізу бекеттеріндегі инфрақұрылымды дамытуды, жайық өзенінің экожүйесін сақтау мәселелерін, сондай-ақ мәдени-гуманитарлық өзара іс-қимылды талқылады."
F1/Audio/inform_1533_07.wav,фейерверктер мен петардаларды тиісті рұқсат құжаттарынсыз сатқандар да әкімшілік жауапқа тартылады.
F1/Audio/inform_4142_079.wav,алдымен осы перинаталдық кезеңнің не екенін түсіну керек.
F1/Audio/inform_1089_11.wav,"яғни, оларға жоғары білім берудің белгіленген стандарттарын қамтамасыз етуге мүмкіндік бермейді, - деді министр."
F1/Audio/inform_816_31.wav,нұрхан есімді немерем - нұр-сұлтан қаласында жол полициясында взвод командирі.
F1/Audio/inform_752_13.wav,бүгінде мәслихаттар биліктің бір тармағы болып қана қалыптасқан жоқ.
F1/Audio/inform_3419_08.wav,"соңғы үш жыл ішінде жергілікті бюджеттен төрт жүз жиырма жеті миллион теңгеге үш орман мекемесі құрамына машина,"
F1/Audio/inform_2813_17.wav,"сол жерде ұзық жылдар қызмет етіп, техникалық қауіпсіздік жөніндегі бастығы лауазымына дейін көтерілген."
F1/Audio/inform_3423_00.wav,қазақстан республикасының тәуелсіздігі күні қарсаңында және халқымыздың ұлы ақыны әрі ойшылы абай құнанбайұлының жүз жетпіс бес жылдығы аясында нұр-сұлтан қаласы әкімдігінің музыкалық жас көрермен театры
F1/Audio/inform_1539_20.wav,жаңаөзен қаласында жұмыссыздықты болдырмау мақсатында кәсіпорындармен бірлесіп бес оқу курсы ашылды.
F1/Audio/inform_1552_11.wav,тау-кен өндіру өнеркәсібінде өсім мұнай және газ конденсатын өндіру көлемдерінің ұлғаюымен байланысты болады.
F1/Audio/inform_1071_01.wav,"қазіргі уақытта сұйытылған газ құю бекеттерінде баға көтерілді, деп хабарлайды қазақпарат тілшісі."
F1/Audio/inform_1511_00.wav,атаулы күндер қазақстан республикасының демократиялық жаңару күні бір мың тоғыз жүз тоқсан бірінші жылы он екінші желтоқсанда қазақстан республикасы президенті нұрсұлтан назарбаевтың
F1/Audio/inform_2066_04.wav,бұқаралық ақпарат құралдары және смс-хабарламалар арқылы жолға шықпау туралы ескертілді.
F1/Audio/inform_798_09.wav,"әйелдер арасында елу бес келіге дейінгі салмақта финалға иоанна белых, алпыс келіге дейінгі салмақта елизавета липова, алпыс бес килограмға дейінгі  тоғызбаева эльнара,"
F1/Audio/inform_779_14.wav,қазір жағдайым жақсы.
F1/Audio/inform_1532_11.wav,бірыңғай жас ұлан және жас қыран балалар мен жасөспірімдер ұйымына қазір облыс бойынша он мыңға жуық оқушы мүше.
F1/Audio/inform_2842_03.wav,ендігі кезекте бұл өзгерістер арқылы азаматтарымыз үшін мемлекеттік туды пайдалану аясы заңнамалық тұрғыда кеңейтіліп отыр - деп атап өтті министр орталық коммуникациялар қызметінде өткен брифингте.
F1/Audio/inform_4088_06.wav,бельгия үкіметі жоғарыда аталған ережелерді қатаң тексеруге уәде береді.
F1/Audio/inform_2839_05.wav,"онымен қоса, пациенттің қант диабеті, артериялық гипертензия, панкреатит сынды қосалқы созылмалы аурулары болған."
F1/Audio/inform_3368_39.wav,сондай-ақ парламент мәжілісі депутаттарының сайлауында партиялық тізімдерді ұсынған саяси партиялар сайлау алдындағы пікірсайыстарға қатысатын кандидатураларды айқындайды.
F1/Audio/inform_1960_010.wav,"соған мені анам он екі жасымда өзі жетектеп апарып, жас маманның қолына тапсырды."
F1/Audio/inform_1976_17.wav,"қазақстан инновациялық инженерлік технология университеті ғылыми-білім кешеніне қарасты оқу орындары жаңа технологияларды меңгеріп, ең озық жаңалық-өзгерістерді енгізуге күш салып келеді."
F1/Audio/inform_3359_09.wav,"карантин күшейтілген кезде клуб еріктілері сексен жұқтыру ошағына жетекшілік етті, үнемі қашықтықтан байланыста болды және қажетті азық-түлік пен дәрі-дәрмектерді үнемі жеткізіп отырды."
F1/Audio/inform_874_05.wav,"келесі кезең - мұрагер облыстық мамандандырылған мектеп-интернатында, дарын мектеп-интернатында және нөмірі тоқсан үшінші гимназияда сабақтар мен сыныптан тыс іс-шараларды өткізу болды."
F1/Audio/inform_2082_02.wav,арбат-екі деп аталатын жаяу жүргіншілер алаңы - тұрғындар үшін тынығуға арналған таптырмас орын.
F1/Audio/inform_1571_11.wav,күдіктілердің он бір ұрлық қылмысына қатысы бары анықталды.
F1/Audio/inform_654_08.wav,облыс басшысы бюджет шығындарын жеңілдету үшін мемлекеттік - жекеменшік әріптестік тетігін тиімді әрі белсендірек қолдану қажет екенін атап өтті.
F1/Audio/inform_1648_08.wav,сонымен бірге екі мың үшінші жылғы жиырма бесінші желтоқсандағы қазақстан мен қырғызстан үкіметаралық мемлекеттік шекара арқылы өткізу пункттері туралы келісімге
