,audio_filepath,txt_filepath,missing
7089,M2/Audio/inform_805_19.wav,M2/Transcripts/inform_805_19.txt,False
7090,M2/Audio/inform_730_13.wav,M2/Transcripts/inform_730_13.txt,False
7091,M2/Audio/inform_3582_05.wav,M2/Transcripts/inform_3582_05.txt,False
7092,M2/Audio/inform_4760_05.wav,M2/Transcripts/inform_4760_05.txt,False
7093,M2/Audio/inform_765_19.wav,M2/Transcripts/inform_765_19.txt,False
7094,M2/Audio/inform_4303_26.wav,M2/Transcripts/inform_4303_26.txt,False
7095,M2/Audio/nur_236_10.wav,M2/Transcripts/nur_236_10.txt,False
7096,M2/Audio/inform_4681_08.wav,M2/Transcripts/inform_4681_08.txt,False
7097,M2/Audio/inform_602_05.wav,M2/Transcripts/inform_602_05.txt,False
7098,M2/Audio/inform_913_02.wav,M2/Transcripts/inform_913_02.txt,False
7099,M2/Audio/inform_697_00.wav,M2/Transcripts/inform_697_00.txt,False
7100,M2/Audio/nur_274_07.wav,M2/Transcripts/nur_274_07.txt,False
7101,M2/Audio/inform_602_62.wav,M2/Transcripts/inform_602_62.txt,False
7102,M2/Audio/inform_3460_01.wav,M2/Transcripts/inform_3460_01.txt,False
7103,M2/Audio/inform_1874_04.wav,M2/Transcripts/inform_1874_04.txt,False
7104,M2/Audio/inform_928_13.wav,M2/Transcripts/inform_928_13.txt,False
7105,M2/Audio/inform_610_06.wav,M2/Transcripts/inform_610_06.txt,False
7106,M2/Audio/inform_936_21.wav,M2/Transcripts/inform_936_21.txt,False
7107,M2/Audio/inform_4684_00.wav,M2/Transcripts/inform_4684_00.txt,False
7108,M2/Audio/tengrinewsblog_65_013.wav,M2/Transcripts/tengrinewsblog_65_013.txt,False
7109,M2/Audio/inform_4775_12.wav,M2/Transcripts/inform_4775_12.txt,False
7110,M2/Audio/inform_1155_07.wav,M2/Transcripts/inform_1155_07.txt,False
7111,M2/Audio/inform_2579_103.wav,M2/Transcripts/inform_2579_103.txt,False
7112,M2/Audio/inform_987_190.wav,M2/Transcripts/inform_987_190.txt,False
7113,M2/Audio/inform_816_40.wav,M2/Transcripts/inform_816_40.txt,False
7114,M2/Audio/inform_670_16.wav,M2/Transcripts/inform_670_16.txt,False
7115,M2/Audio/nur_252_19.wav,M2/Transcripts/nur_252_19.txt,False
7116,M2/Audio/inform_1141_01.wav,M2/Transcripts/inform_1141_01.txt,False
7117,M2/Audio/tengrinewsblog_62_45.wav,M2/Transcripts/tengrinewsblog_62_45.txt,False
7118,M2/Audio/inform_615_16.wav,M2/Transcripts/inform_615_16.txt,False
7119,M2/Audio/inform_3538_03.wav,M2/Transcripts/inform_3538_03.txt,False
7120,M2/Audio/inform_1904_02.wav,M2/Transcripts/inform_1904_02.txt,False
7121,M2/Audio/inform_1869_12.wav,M2/Transcripts/inform_1869_12.txt,False
7122,M2/Audio/inform_4284_023.wav,M2/Transcripts/inform_4284_023.txt,False
7123,M2/Audio/inform_3544_28.wav,M2/Transcripts/inform_3544_28.txt,False
7124,M2/Audio/inform_1095_13.wav,M2/Transcripts/inform_1095_13.txt,False
7125,M2/Audio/inform_892_29.wav,M2/Transcripts/inform_892_29.txt,False
7126,M2/Audio/Khabar_71_29.wav,M2/Transcripts/Khabar_71_29.txt,False
7127,M2/Audio/inform_4306_20.wav,M2/Transcripts/inform_4306_20.txt,False
7128,M2/Audio/inform_2636_07.wav,M2/Transcripts/inform_2636_07.txt,False
7129,M2/Audio/inform_1127_17.wav,M2/Transcripts/inform_1127_17.txt,False
7130,M2/Audio/inform_712_08.wav,M2/Transcripts/inform_712_08.txt,False
7131,M2/Audio/inform_4668_02.wav,M2/Transcripts/inform_4668_02.txt,False
7132,M2/Audio/inform_852_33.wav,M2/Transcripts/inform_852_33.txt,False
7133,M2/Audio/nur_187_19.wav,M2/Transcripts/nur_187_19.txt,False
7134,M2/Audio/nur_158_06.wav,M2/Transcripts/nur_158_06.txt,False
7135,M2/Audio/inform_1124_34.wav,M2/Transcripts/inform_1124_34.txt,False
7136,M2/Audio/inform_3576_01.wav,M2/Transcripts/inform_3576_01.txt,False
7137,M2/Audio/inform_3498_20.wav,M2/Transcripts/inform_3498_20.txt,False
7138,M2/Audio/inform_3470_6.wav,M2/Transcripts/inform_3470_6.txt,False
7139,M2/Audio/inform_935_05.wav,M2/Transcripts/inform_935_05.txt,False
7140,M2/Audio/inform_1858_10.wav,M2/Transcripts/inform_1858_10.txt,False
7141,M2/Audio/inform_987_106.wav,M2/Transcripts/inform_987_106.txt,False
7142,M2/Audio/inform_678_47.wav,M2/Transcripts/inform_678_47.txt,False
7143,M2/Audio/nur_268_41.wav,M2/Transcripts/nur_268_41.txt,False
7144,M2/Audio/inform_1043_02.wav,M2/Transcripts/inform_1043_02.txt,False
7145,M2/Audio/inform_4780_04.wav,M2/Transcripts/inform_4780_04.txt,False
7146,M2/Audio/inform_4284_053.wav,M2/Transcripts/inform_4284_053.txt,False
7147,M2/Audio/inform_3600_007.wav,M2/Transcripts/inform_3600_007.txt,False
7148,M2/Audio/inform_3583_5.wav,M2/Transcripts/inform_3583_5.txt,False
7149,M2/Audio/inform_2698_03.wav,M2/Transcripts/inform_2698_03.txt,False
7150,M2/Audio/inform_763_00.wav,M2/Transcripts/inform_763_00.txt,False
7151,M2/Audio/inform_3454_11.wav,M2/Transcripts/inform_3454_11.txt,False
7152,M2/Audio/inform_4222_00.wav,M2/Transcripts/inform_4222_00.txt,False
7153,M2/Audio/inform_765_01.wav,M2/Transcripts/inform_765_01.txt,False
7154,M2/Audio/inform_4350_22.wav,M2/Transcripts/inform_4350_22.txt,False
7155,M2/Audio/inform_1820_05.wav,M2/Transcripts/inform_1820_05.txt,False
7156,M2/Audio/inform_730_24.wav,M2/Transcripts/inform_730_24.txt,False
7157,M2/Audio/inform_2597_03.wav,M2/Transcripts/inform_2597_03.txt,False
7158,M2/Audio/inform_1933_18.wav,M2/Transcripts/inform_1933_18.txt,False
7159,M2/Audio/inform_715_00.wav,M2/Transcripts/inform_715_00.txt,False
7160,M2/Audio/inform_838_02.wav,M2/Transcripts/inform_838_02.txt,False
7161,M2/Audio/inform_4245_00.wav,M2/Transcripts/inform_4245_00.txt,False
7162,M2/Audio/inform_3519_25.wav,M2/Transcripts/inform_3519_25.txt,False
7163,M2/Audio/inform_1124_18.wav,M2/Transcripts/inform_1124_18.txt,False
7164,M2/Audio/inform_1817_05.wav,M2/Transcripts/inform_1817_05.txt,False
7165,M2/Audio/inform_3504_25.wav,M2/Transcripts/inform_3504_25.txt,False
7166,M2/Audio/inform_1003_02.wav,M2/Transcripts/inform_1003_02.txt,False
7167,M2/Audio/Khabar_62_29.wav,M2/Transcripts/Khabar_62_29.txt,False
7168,M2/Audio/inform_867_14.wav,M2/Transcripts/inform_867_14.txt,False
7169,M2/Audio/nur_203_14.wav,M2/Transcripts/nur_203_14.txt,False
7170,M2/Audio/inform_3462_03.wav,M2/Transcripts/inform_3462_03.txt,False
7171,M2/Audio/inform_2567_58.wav,M2/Transcripts/inform_2567_58.txt,False
7172,M2/Audio/inform_891_18.wav,M2/Transcripts/inform_891_18.txt,False
7173,M2/Audio/tengrinewsblog_75_00.wav,M2/Transcripts/tengrinewsblog_75_00.txt,False
7174,M2/Audio/inform_4207_07.wav,M2/Transcripts/inform_4207_07.txt,False
7175,M2/Audio/tengrinewsblog_66_36.wav,M2/Transcripts/tengrinewsblog_66_36.txt,False
7176,M2/Audio/inform_4683_37.wav,M2/Transcripts/inform_4683_37.txt,False
7177,M2/Audio/inform_906_30.wav,M2/Transcripts/inform_906_30.txt,False
7178,M2/Audio/nur_164_19.wav,M2/Transcripts/nur_164_19.txt,False
7179,M2/Audio/inform_751_03.wav,M2/Transcripts/inform_751_03.txt,False
7180,M2/Audio/inform_4790_01.wav,M2/Transcripts/inform_4790_01.txt,False
7181,M2/Audio/inform_1932_115.wav,M2/Transcripts/inform_1932_115.txt,False
7182,M2/Audio/nur_207_36.wav,M2/Transcripts/nur_207_36.txt,False
7183,M2/Audio/inform_1943_10.wav,M2/Transcripts/inform_1943_10.txt,False
7184,M2/Audio/inform_1127_22.wav,M2/Transcripts/inform_1127_22.txt,False
7185,M2/Audio/inform_1032_04.wav,M2/Transcripts/inform_1032_04.txt,False
7186,M2/Audio/tengrinewsblog_72_00.wav,M2/Transcripts/tengrinewsblog_72_00.txt,False
7187,M2/Audio/inform_3555_37.wav,M2/Transcripts/inform_3555_37.txt,False
7188,M2/Audio/inform_1108_05.wav,M2/Transcripts/inform_1108_05.txt,False
7189,M2/Audio/inform_1924_07.wav,M2/Transcripts/inform_1924_07.txt,False
7190,M2/Audio/inform_799_05.wav,M2/Transcripts/inform_799_05.txt,False
7191,M2/Audio/nur_154_14.wav,M2/Transcripts/nur_154_14.txt,False
7192,M2/Audio/inform_1830_13.wav,M2/Transcripts/inform_1830_13.txt,False
7193,M2/Audio/inform_3462_63.wav,M2/Transcripts/inform_3462_63.txt,False
7194,M2/Audio/inform_884_24.wav,M2/Transcripts/inform_884_24.txt,False
7195,M2/Audio/inform_4283_11.wav,M2/Transcripts/inform_4283_11.txt,False
7196,M2/Audio/inform_830_72.wav,M2/Transcripts/inform_830_72.txt,False
7197,M2/Audio/inform_1908_10.wav,M2/Transcripts/inform_1908_10.txt,False
7198,M2/Audio/nur_184_11.wav,M2/Transcripts/nur_184_11.txt,False
7199,M2/Audio/inform_2646_14.wav,M2/Transcripts/inform_2646_14.txt,False
7200,M2/Audio/inform_4306_00.wav,M2/Transcripts/inform_4306_00.txt,False
7201,M2/Audio/inform_958_63.wav,M2/Transcripts/inform_958_63.txt,False
7202,M2/Audio/nur_241_18.wav,M2/Transcripts/nur_241_18.txt,False
7203,M2/Audio/inform_1936_00.wav,M2/Transcripts/inform_1936_00.txt,False
7204,M2/Audio/inform_3494_11.wav,M2/Transcripts/inform_3494_11.txt,False
7205,M2/Audio/inform_1843_10.wav,M2/Transcripts/inform_1843_10.txt,False
7206,M2/Audio/inform_4703_13.wav,M2/Transcripts/inform_4703_13.txt,False
7207,M2/Audio/inform_1163_087.wav,M2/Transcripts/inform_1163_087.txt,False
7208,M2/Audio/inform_758_17.wav,M2/Transcripts/inform_758_17.txt,False
7209,M2/Audio/inform_4772_18.wav,M2/Transcripts/inform_4772_18.txt,False
7210,M2/Audio/inform_4715_06.wav,M2/Transcripts/inform_4715_06.txt,False
7211,M2/Audio/inform_1824_02.wav,M2/Transcripts/inform_1824_02.txt,False
7212,M2/Audio/inform_1842_06.wav,M2/Transcripts/inform_1842_06.txt,False
7213,M2/Audio/inform_4243_10.wav,M2/Transcripts/inform_4243_10.txt,False
7214,M2/Audio/inform_930_10.wav,M2/Transcripts/inform_930_10.txt,False
7215,M2/Audio/inform_1888_05.wav,M2/Transcripts/inform_1888_05.txt,False
7216,M2/Audio/inform_3472_04.wav,M2/Transcripts/inform_3472_04.txt,False
7217,M2/Audio/inform_806_01.wav,M2/Transcripts/inform_806_01.txt,False
7218,M2/Audio/inform_1908_17.wav,M2/Transcripts/inform_1908_17.txt,False
7219,M2/Audio/tengrinewsblog_64_014.wav,M2/Transcripts/tengrinewsblog_64_014.txt,False
7220,M2/Audio/inform_2631_04.wav,M2/Transcripts/inform_2631_04.txt,False
7221,M2/Audio/inform_883_00.wav,M2/Transcripts/inform_883_00.txt,False
7222,M2/Audio/inform_3597_11.wav,M2/Transcripts/inform_3597_11.txt,False
7223,M2/Audio/inform_1181_11.wav,M2/Transcripts/inform_1181_11.txt,False
7224,M2/Audio/inform_4784_02.wav,M2/Transcripts/inform_4784_02.txt,False
7225,M2/Audio/inform_2551_05.wav,M2/Transcripts/inform_2551_05.txt,False
7226,M2/Audio/tengrinewsblog_74_083.wav,M2/Transcripts/tengrinewsblog_74_083.txt,False
7227,M2/Audio/inform_826_04.wav,M2/Transcripts/inform_826_04.txt,False
7228,M2/Audio/inform_635_11.wav,M2/Transcripts/inform_635_11.txt,False
7229,M2/Audio/inform_738_17.wav,M2/Transcripts/inform_738_17.txt,False
7230,M2/Audio/inform_4320_12.wav,M2/Transcripts/inform_4320_12.txt,False
7231,M2/Audio/inform_4333_10.wav,M2/Transcripts/inform_4333_10.txt,False
7232,M2/Audio/inform_714_04.wav,M2/Transcripts/inform_714_04.txt,False
7233,M2/Audio/inform_1102_03.wav,M2/Transcripts/inform_1102_03.txt,False
7234,M2/Audio/inform_4248_01.wav,M2/Transcripts/inform_4248_01.txt,False
7235,M2/Audio/inform_1188_03.wav,M2/Transcripts/inform_1188_03.txt,False
7236,M2/Audio/inform_3464_11.wav,M2/Transcripts/inform_3464_11.txt,False
7237,M2/Audio/inform_4673_13.wav,M2/Transcripts/inform_4673_13.txt,False
7238,M2/Audio/inform_1114_10.wav,M2/Transcripts/inform_1114_10.txt,False
7239,M2/Audio/nur_264_05.wav,M2/Transcripts/nur_264_05.txt,False
7240,M2/Audio/inform_703_17.wav,M2/Transcripts/inform_703_17.txt,False
7241,M2/Audio/inform_850_02.wav,M2/Transcripts/inform_850_02.txt,False
7242,M2/Audio/inform_4336_14.wav,M2/Transcripts/inform_4336_14.txt,False
7243,M2/Audio/nur_157_00.wav,M2/Transcripts/nur_157_00.txt,False
7244,M2/Audio/inform_4661_04.wav,M2/Transcripts/inform_4661_04.txt,False
7245,M2/Audio/inform_1116_20.wav,M2/Transcripts/inform_1116_20.txt,False
7246,M2/Audio/inform_1826_15.wav,M2/Transcripts/inform_1826_15.txt,False
7247,M2/Audio/inform_1929_17.wav,M2/Transcripts/inform_1929_17.txt,False
7248,M2/Audio/inform_611_01.wav,M2/Transcripts/inform_611_01.txt,False
7249,M2/Audio/inform_602_64.wav,M2/Transcripts/inform_602_64.txt,False
7250,M2/Audio/inform_4271_05.wav,M2/Transcripts/inform_4271_05.txt,False
7251,M2/Audio/inform_1089_27.wav,M2/Transcripts/inform_1089_27.txt,False
7252,M2/Audio/tengrinewsblog_61_45.wav,M2/Transcripts/tengrinewsblog_61_45.txt,False
7253,M2/Audio/inform_4272_14.wav,M2/Transcripts/inform_4272_14.txt,False
7254,M2/Audio/inform_4678_09.wav,M2/Transcripts/inform_4678_09.txt,False
7255,M2/Audio/inform_4284_113.wav,M2/Transcripts/inform_4284_113.txt,False
7256,M2/Audio/inform_953_054.wav,M2/Transcripts/inform_953_054.txt,False
7257,M2/Audio/inform_1111_10.wav,M2/Transcripts/inform_1111_10.txt,False
7258,M2/Audio/inform_2691_29.wav,M2/Transcripts/inform_2691_29.txt,False
7259,M2/Audio/inform_2574_074.wav,M2/Transcripts/inform_2574_074.txt,False
7260,M2/Audio/inform_993_12.wav,M2/Transcripts/inform_993_12.txt,False
7261,M2/Audio/tengrinewsblog_63_32.wav,M2/Transcripts/tengrinewsblog_63_32.txt,False
7262,M2/Audio/inform_3568_08.wav,M2/Transcripts/inform_3568_08.txt,False
7263,M2/Audio/inform_1837_10.wav,M2/Transcripts/inform_1837_10.txt,False
7264,M2/Audio/inform_2561_01.wav,M2/Transcripts/inform_2561_01.txt,False
7265,M2/Audio/inform_629_06.wav,M2/Transcripts/inform_629_06.txt,False
7266,M2/Audio/inform_907_082.wav,M2/Transcripts/inform_907_082.txt,False
7267,M2/Audio/inform_4695_07.wav,M2/Transcripts/inform_4695_07.txt,False
7268,M2/Audio/inform_805_40.wav,M2/Transcripts/inform_805_40.txt,False
7269,M2/Audio/inform_4762_04.wav,M2/Transcripts/inform_4762_04.txt,False
7270,M2/Audio/tengrinewsblog_74_041.wav,M2/Transcripts/tengrinewsblog_74_041.txt,False
7271,M2/Audio/inform_621_01.wav,M2/Transcripts/inform_621_01.txt,False
7272,M2/Audio/inform_780_06.wav,M2/Transcripts/inform_780_06.txt,False
7273,M2/Audio/inform_762_18.wav,M2/Transcripts/inform_762_18.txt,False
7274,M2/Audio/inform_2581_12.wav,M2/Transcripts/inform_2581_12.txt,False
7275,M2/Audio/inform_1877_38.wav,M2/Transcripts/inform_1877_38.txt,False
7276,M2/Audio/inform_1910_05.wav,M2/Transcripts/inform_1910_05.txt,False
7277,M2/Audio/inform_866_18.wav,M2/Transcripts/inform_866_18.txt,False
7278,M2/Audio/inform_3482_17.wav,M2/Transcripts/inform_3482_17.txt,False
7279,M2/Audio/inform_1932_051.wav,M2/Transcripts/inform_1932_051.txt,False
7280,M2/Audio/inform_4275_12.wav,M2/Transcripts/inform_4275_12.txt,False
7281,M2/Audio/inform_4263_06.wav,M2/Transcripts/inform_4263_06.txt,False
7282,M2/Audio/inform_4738_03.wav,M2/Transcripts/inform_4738_03.txt,False
7283,M2/Audio/inform_953_106.wav,M2/Transcripts/inform_953_106.txt,False
7284,M2/Audio/inform_4792_21.wav,M2/Transcripts/inform_4792_21.txt,False
7285,M2/Audio/tengrinewsblog_54_056.wav,M2/Transcripts/tengrinewsblog_54_056.txt,False
7286,M2/Audio/inform_969_01.wav,M2/Transcripts/inform_969_01.txt,False
7287,M2/Audio/inform_4763_04.wav,M2/Transcripts/inform_4763_04.txt,False
7288,M2/Audio/nur_170_11.wav,M2/Transcripts/nur_170_11.txt,False
7289,M2/Audio/inform_972_03.wav,M2/Transcripts/inform_972_03.txt,False
7290,M2/Audio/inform_4306_11.wav,M2/Transcripts/inform_4306_11.txt,False
7291,M2/Audio/nur_292_01.wav,M2/Transcripts/nur_292_01.txt,False
7292,M2/Audio/tengrinewsblog_61_50.wav,M2/Transcripts/tengrinewsblog_61_50.txt,False
7293,M2/Audio/inform_2675_02.wav,M2/Transcripts/inform_2675_02.txt,False
7294,M2/Audio/inform_1189_08.wav,M2/Transcripts/inform_1189_08.txt,False
7295,M2/Audio/tengrinewsblog_68_041.wav,M2/Transcripts/tengrinewsblog_68_041.txt,False
7296,M2/Audio/inform_1025_09.wav,M2/Transcripts/inform_1025_09.txt,False
7297,M2/Audio/nur_193_12.wav,M2/Transcripts/nur_193_12.txt,False
7298,M2/Audio/inform_4726_12.wav,M2/Transcripts/inform_4726_12.txt,False
7299,M2/Audio/tengrinewsblog_61_30.wav,M2/Transcripts/tengrinewsblog_61_30.txt,False
7300,M2/Audio/inform_4660_16.wav,M2/Transcripts/inform_4660_16.txt,False
7301,M2/Audio/inform_3549_23.wav,M2/Transcripts/inform_3549_23.txt,False
7302,M2/Audio/inform_1907_30.wav,M2/Transcripts/inform_1907_30.txt,False
7303,M2/Audio/inform_4327_00.wav,M2/Transcripts/inform_4327_00.txt,False
7304,M2/Audio/tengrinewsblog_64_140.wav,M2/Transcripts/tengrinewsblog_64_140.txt,False
7305,M2/Audio/inform_1069_00.wav,M2/Transcripts/inform_1069_00.txt,False
7306,M2/Audio/tengrinewsblog_56_026.wav,M2/Transcripts/tengrinewsblog_56_026.txt,False
7307,M2/Audio/nur_220_13.wav,M2/Transcripts/nur_220_13.txt,False
7308,M2/Audio/tengrinewsblog_68_128.wav,M2/Transcripts/tengrinewsblog_68_128.txt,False
7309,M2/Audio/inform_947_08.wav,M2/Transcripts/inform_947_08.txt,False
7310,M2/Audio/inform_2665_23.wav,M2/Transcripts/inform_2665_23.txt,False
7311,M2/Audio/inform_4215_10.wav,M2/Transcripts/inform_4215_10.txt,False
7312,M2/Audio/inform_4251_24.wav,M2/Transcripts/inform_4251_24.txt,False
7313,M2/Audio/nur_211_15.wav,M2/Transcripts/nur_211_15.txt,False
7314,M2/Audio/inform_681_10.wav,M2/Transcripts/inform_681_10.txt,False
7315,M2/Audio/nur_299_05.wav,M2/Transcripts/nur_299_05.txt,False
7316,M2/Audio/inform_4315_06.wav,M2/Transcripts/inform_4315_06.txt,False
7317,M2/Audio/inform_760_03.wav,M2/Transcripts/inform_760_03.txt,False
7318,M2/Audio/inform_941_10.wav,M2/Transcripts/inform_941_10.txt,False
7319,M2/Audio/inform_3521_09.wav,M2/Transcripts/inform_3521_09.txt,False
7320,M2/Audio/inform_1910_19.wav,M2/Transcripts/inform_1910_19.txt,False
7321,M2/Audio/inform_2675_08.wav,M2/Transcripts/inform_2675_08.txt,False
7322,M2/Audio/inform_1932_177.wav,M2/Transcripts/inform_1932_177.txt,False
7323,M2/Audio/inform_686_06.wav,M2/Transcripts/inform_686_06.txt,False
7324,M2/Audio/inform_658_14.wav,M2/Transcripts/inform_658_14.txt,False
7325,M2/Audio/inform_894_16.wav,M2/Transcripts/inform_894_16.txt,False
7326,M2/Audio/inform_1933_02.wav,M2/Transcripts/inform_1933_02.txt,False
7327,M2/Audio/inform_727_04.wav,M2/Transcripts/inform_727_04.txt,False
7328,M2/Audio/inform_2658_11.wav,M2/Transcripts/inform_2658_11.txt,False
7329,M2/Audio/inform_965_204.wav,M2/Transcripts/inform_965_204.txt,False
7330,M2/Audio/inform_1095_04.wav,M2/Transcripts/inform_1095_04.txt,False
7331,M2/Audio/inform_647_05.wav,M2/Transcripts/inform_647_05.txt,False
7332,M2/Audio/tengrinewsblog_68_119.wav,M2/Transcripts/tengrinewsblog_68_119.txt,False
7333,M2/Audio/nur_222_15.wav,M2/Transcripts/nur_222_15.txt,False
7334,M2/Audio/inform_1158_19.wav,M2/Transcripts/inform_1158_19.txt,False
7335,M2/Audio/nur_267_16.wav,M2/Transcripts/nur_267_16.txt,False
7336,M2/Audio/inform_4265_23.wav,M2/Transcripts/inform_4265_23.txt,False
7337,M2/Audio/inform_813_14.wav,M2/Transcripts/inform_813_14.txt,False
7338,M2/Audio/tengrinewsblog_60_25.wav,M2/Transcripts/tengrinewsblog_60_25.txt,False
7339,M2/Audio/inform_3552_16.wav,M2/Transcripts/inform_3552_16.txt,False
7340,M2/Audio/inform_4286_05.wav,M2/Transcripts/inform_4286_05.txt,False
7341,M2/Audio/Khabar_51_05.wav,M2/Transcripts/Khabar_51_05.txt,False
7342,M2/Audio/nur_189_31.wav,M2/Transcripts/nur_189_31.txt,False
7343,M2/Audio/inform_3559_06.wav,M2/Transcripts/inform_3559_06.txt,False
7344,M2/Audio/inform_1084_12.wav,M2/Transcripts/inform_1084_12.txt,False
7345,M2/Audio/inform_2624_08.wav,M2/Transcripts/inform_2624_08.txt,False
7346,M2/Audio/inform_627_31.wav,M2/Transcripts/inform_627_31.txt,False
7347,M2/Audio/tengrinewsblog_54_002.wav,M2/Transcripts/tengrinewsblog_54_002.txt,False
7348,M2/Audio/inform_2648_05.wav,M2/Transcripts/inform_2648_05.txt,False
7349,M2/Audio/tengrinewsblog_68_073.wav,M2/Transcripts/tengrinewsblog_68_073.txt,False
7350,M2/Audio/inform_4769_01.wav,M2/Transcripts/inform_4769_01.txt,False
7351,M2/Audio/inform_4657_37.wav,M2/Transcripts/inform_4657_37.txt,False
7352,M2/Audio/inform_3564_08.wav,M2/Transcripts/inform_3564_08.txt,False
7353,M2/Audio/inform_2633_10.wav,M2/Transcripts/inform_2633_10.txt,False
7354,M2/Audio/inform_3551_09.wav,M2/Transcripts/inform_3551_09.txt,False
7355,M2/Audio/inform_1948_07.wav,M2/Transcripts/inform_1948_07.txt,False
7356,M2/Audio/inform_933_34.wav,M2/Transcripts/inform_933_34.txt,False
7357,M2/Audio/inform_2577_57.wav,M2/Transcripts/inform_2577_57.txt,False
7358,M2/Audio/inform_4709_04.wav,M2/Transcripts/inform_4709_04.txt,False
7359,M2/Audio/inform_1056_08.wav,M2/Transcripts/inform_1056_08.txt,False
7360,M2/Audio/inform_965_133.wav,M2/Transcripts/inform_965_133.txt,False
7361,M2/Audio/inform_1182_05.wav,M2/Transcripts/inform_1182_05.txt,False
7362,M2/Audio/inform_613_1.wav,M2/Transcripts/inform_613_1.txt,False
7363,M2/Audio/inform_3555_49.wav,M2/Transcripts/inform_3555_49.txt,False
7364,M2/Audio/inform_1185_35.wav,M2/Transcripts/inform_1185_35.txt,False
7365,M2/Audio/inform_2699_20.wav,M2/Transcripts/inform_2699_20.txt,False
7366,M2/Audio/inform_655_08.wav,M2/Transcripts/inform_655_08.txt,False
7367,M2/Audio/inform_1163_139.wav,M2/Transcripts/inform_1163_139.txt,False
7368,M2/Audio/nur_198_10.wav,M2/Transcripts/nur_198_10.txt,False
7369,M2/Audio/inform_965_128.wav,M2/Transcripts/inform_965_128.txt,False
7370,M2/Audio/inform_1911_15.wav,M2/Transcripts/inform_1911_15.txt,False
7371,M2/Audio/inform_4663_00.wav,M2/Transcripts/inform_4663_00.txt,False
7372,M2/Audio/inform_1172_03.wav,M2/Transcripts/inform_1172_03.txt,False
7373,M2/Audio/nur_287_08.wav,M2/Transcripts/nur_287_08.txt,False
7374,M2/Audio/inform_2681_29.wav,M2/Transcripts/inform_2681_29.txt,False
7375,M2/Audio/inform_691_04.wav,M2/Transcripts/inform_691_04.txt,False
7376,M2/Audio/inform_4668_27.wav,M2/Transcripts/inform_4668_27.txt,False
7377,M2/Audio/inform_1895_33.wav,M2/Transcripts/inform_1895_33.txt,False
7378,M2/Audio/inform_4794_03.wav,M2/Transcripts/inform_4794_03.txt,False
7379,M2/Audio/inform_741_05.wav,M2/Transcripts/inform_741_05.txt,False
7380,M2/Audio/inform_705_12.wav,M2/Transcripts/inform_705_12.txt,False
7381,M2/Audio/inform_4761_10.wav,M2/Transcripts/inform_4761_10.txt,False
7382,M2/Audio/nur_256_11.wav,M2/Transcripts/nur_256_11.txt,False
7383,M2/Audio/inform_858_10.wav,M2/Transcripts/inform_858_10.txt,False
7384,M2/Audio/inform_2585_05.wav,M2/Transcripts/inform_2585_05.txt,False
7385,M2/Audio/inform_1053_12.wav,M2/Transcripts/inform_1053_12.txt,False
7386,M2/Audio/inform_1039_127.wav,M2/Transcripts/inform_1039_127.txt,False
7387,M2/Audio/inform_3568_04.wav,M2/Transcripts/inform_3568_04.txt,False
7388,M2/Audio/inform_1894_01.wav,M2/Transcripts/inform_1894_01.txt,False
7389,M2/Audio/inform_2579_019.wav,M2/Transcripts/inform_2579_019.txt,False
7390,M2/Audio/inform_1918_01.wav,M2/Transcripts/inform_1918_01.txt,False
7391,M2/Audio/inform_825_16.wav,M2/Transcripts/inform_825_16.txt,False
7392,M2/Audio/nur_279_13.wav,M2/Transcripts/nur_279_13.txt,False
7393,M2/Audio/inform_1857_09.wav,M2/Transcripts/inform_1857_09.txt,False
7394,M2/Audio/inform_921_07.wav,M2/Transcripts/inform_921_07.txt,False
7395,M2/Audio/inform_2600_07.wav,M2/Transcripts/inform_2600_07.txt,False
7396,M2/Audio/inform_679_22.wav,M2/Transcripts/inform_679_22.txt,False
7397,M2/Audio/inform_790_08.wav,M2/Transcripts/inform_790_08.txt,False
7398,M2/Audio/inform_4729_26.wav,M2/Transcripts/inform_4729_26.txt,False
7399,M2/Audio/tengrinewsblog_62_29.wav,M2/Transcripts/tengrinewsblog_62_29.txt,False
7400,M2/Audio/inform_3467_22.wav,M2/Transcripts/inform_3467_22.txt,False
7401,M2/Audio/inform_4303_15.wav,M2/Transcripts/inform_4303_15.txt,False
7402,M2/Audio/Khabar_53_47.wav,M2/Transcripts/Khabar_53_47.txt,False
7403,M2/Audio/nur_238_03.wav,M2/Transcripts/nur_238_03.txt,False
7404,M2/Audio/inform_4765_03.wav,M2/Transcripts/inform_4765_03.txt,False
7405,M2/Audio/inform_1069_09.wav,M2/Transcripts/inform_1069_09.txt,False
7406,M2/Audio/tengrinewsblog_62_25.wav,M2/Transcripts/tengrinewsblog_62_25.txt,False
7407,M2/Audio/inform_999_09.wav,M2/Transcripts/inform_999_09.txt,False
7408,M2/Audio/inform_694_09.wav,M2/Transcripts/inform_694_09.txt,False
7409,M2/Audio/inform_4775_03.wav,M2/Transcripts/inform_4775_03.txt,False
7410,M2/Audio/inform_2560_24.wav,M2/Transcripts/inform_2560_24.txt,False
7411,M2/Audio/inform_1180_05.wav,M2/Transcripts/inform_1180_05.txt,False
7412,M2/Audio/inform_1039_001.wav,M2/Transcripts/inform_1039_001.txt,False
