audio_filepath,texts
F2/Audio/inform_3215_21.wav,"әділ бәсекелестік қалыптастыру, әкімшілік қысымдарды болдырмау - экономикалық өсімнің жүйелі шарты.
"
F2/Audio/inform_583_05.wav,"оның оқушылары аудандық, облыстық, республикалық мәнерлеп оқу сайыстарына, байқауларға қатысып жүр."
F2/Audio/inform_621_01.wav,"солтүстік қазақстан облысты кәсіпкерлік және туризм басқармасы өкілдері тұрақтандыру қоры қандай өнімді қандай бағада жеткізетінін айтты, деп хабарлайды қазақпарат тілшісі."
F2/Audio/inform_1349_16.wav,бұл да келесі жылдан бастап іске асырылады.
F2/Audio/inform_3247_07.wav,"көкеміз біздің отбасының ғана мүшесі емес, бүкіл осы қазақстанның, әрбір отбасының мүшесі болды деп есептеймін."
F2/Audio/inform_584_51.wav,көтермелеудің дәстүрлі құралдарынан басқа органда қызметкерлердің ата-аналарына қосқан үлесі үшін алғыс хаттарды жолдау қолданылады.
F2/Audio/inform_3232_58.wav,келістік деп жауап берген вице-министрдің уәдесі қалай орындалатынын алдағы күндері көре жатармыз.
F2/Audio/inform_587_12.wav,"сондықтан бірінші кезекте осы сыныптар бойынша шешім қабылданды, - шолпан каринова.
"
F2/Audio/inform_596_0.wav,уақыттың сын-тегеурініне бейімделген жаңа ұлттық бірегейлікті қалыпастырудың заманауи жағдайында ел президенті қасым-жомарт тоқаев саяси-экономикалық реформалармен қатар қоғамдық санын жаңғыртуға да басқа баса мән беріп отыр.
F2/Audio/inform_953_106.wav,"жалпы инвестициялар көлемі он бір миллиард теңгеден астап астам.
"
F2/Audio/inform_969_01.wav,қазақпарат - еліміздің бірқатар өңірлерін қалың тұман басты.
F2/Audio/inform_972_03.wav,"егер сараланған тариф туралы келісім болса, онда біз олардың ұсынысын орындаймыз."
F2/Audio/inform_3198_01.wav,"ведомствоның мәліметінше, биылғы желтоқсанның сегізінде санитарлық постан жалған птр анықтамамен өтпекші болған әйел ұсталды."
F2/Audio/inform_1324_06.wav,"сондай-ақ, бүгінгі таңда, қаладағы инвестициялық жобаларды тиімді іске асыру мақсатында жобалық кеңсе құрылып."
F2/Audio/inform_1025_09.wav,қазір күдіктілердің осыған ұқсас қылмыстарға қатысы бар-жоғы тексеріліп жатыр.
F2/Audio/inform_1283_39.wav,"егемендіктің алғашқы сәттерінен бастап отанымызды өркендетуге, елдігімізді нығайтуға зор үлес қосқан, заманның ауыр жүгін бірге көтерген барша қазақстан жұртшылығына шынайы алғысымды білдіремін."
F2/Audio/inform_1333_12.wav,қаржыны оңтайландыру нәтижесінде барлық даулы мәселе шешімін тапты.
F2/Audio/inform_947_08.wav,"тұсаукесерде құраманың формасы көрсетілді.
"
F2/Audio/inform_1317_24.wav,"барлау барысында үйде жанып жатқан үйдің иелері, сондай-ақ екі газ баллоны табылды."
F2/Audio/inform_681_10.wav,"сондай-ақ, қазақстандық әскери қызметшілердің біріккен ұлттар ұйымы бітімгершілік миссияларына қатысуын кеңейту шеңберінде әскери-далалық госпитальді дайындау және оны жіберу жоспарланып отыр."
F2/Audio/inform_1267_00.wav,қазірге дейін бүгінгі күнгі екі кездесу аяқталды.
F2/Audio/inform_941_10.wav,"қабылдаудың басты шарты - отбасының бір мекен-жайы бойынша тіркелуі, сондықтан халыққа қызмет көрсету орталығына барудың қажеті жоқ, үйде отырып барлық мәліметтерді электронды сандық қолтаңбаны пайдаланып"
F2/Audio/inform_1482_25.wav,"оқушылардың патриоттық сезімін ояту үшін мереке қарсаңында тәуелсіз елдің ұрпағымыз атты концерт өткізіп, тәуелсіздік күніне қатысты ән айтып, поэзия оқып, балалар бар өнерін ортаға салады."
F2/Audio/inform_1471_07.wav,ресейдің перьм қаласынан өзбекстанға бет алған жолаушылар екен.
F2/Audio/inform_686_06.wav,"бұдан басқа, ауылда және қалаларда кәсіпкерлік әлеуеті бар, ісін жаңадан бастаған кәсіпкерлерге, ауыл шаруашылығы кооперативтеріне және зейнеткерлік жасына жетпеген олардың мүшелеріне, шаруа және фермер қожалықтарына микрокредиттер беріледі."
F2/Audio/inform_3204_07.wav,"естеріңізге сала кетелік, қазақстан құрамасы бесінші топта сынға түседі."
F2/Audio/inform_965_204.wav,жұлдыздардың продюссерлері болатыны секілді әдеби продюсерлер де болуы керек.
F2/Audio/inform_995_8.wav,"мемлекеттік органдар бірнеше маңызды бағыт бойынша жұмыс жүргізді, - деді қазақстан республикасының президенті."
F2/Audio/inform_1325_00.wav,"жиын барысында филология ғылымдарының докторы, профессор арыс баспасының директоры, энциклопедия авторы ғарифолла әнес өз пікірін білдірді."
F2/Audio/inform_1283_13.wav,ол күндер оңайға соққан жоқ.
F2/Audio/inform_627_31.wav,"бір мың тоғыз жүз қырықыншы жылы профессор поппе мен академик әлкей марғұлан тастағы жазуды оқып, аудармасын жария етті.
"
F2/Audio/inform_3213_15.wav,жиын қорытындысы бойынша қазақстан республикасы президенті жанындағы реформалар жөніндегі жоғары кеңестің екі мың жиырма бірінші жылға арналған жұмыс жоспары және консультативтік комитеттердің құрамы бекітілді.
F2/Audio/inform_2462_6.wav,оқиғаның мән-жайын анықтау үшін ұшақ құлаған аумаққа арнайы комиссия ұшып шықты.
F2/Audio/inform_1276_08.wav,"қоғамдық медалімен, жомарт жан төсбелгісімен, құрмет грамотасымен және алғыс хатымен марапатталады."
F2/Audio/inform_589_12.wav,яғни жобаға қатысушы - бизнес субъектісі қолданылып жатқан санитарлық нормалармен қоса қосымша бақылау жүргізеді.
F2/Audio/inform_2404_09.wav,"айтпа кеткен жөн, полиция департаменті тұрақты түрде қайырымдылық шараларын өткізіп, көп балалы отбасыларға үнемі қолдау көрсетеді."
F2/Audio/inform_933_34.wav,"ахметова шайза бір мың тоғыз жүз қырық сегізінші жылы туған, қазақстанның халық әртісі.
"
F2/Audio/inform_1444_04.wav,"еңбек жолы: мемлекеттік протокол басқармасының бөлім басшысы, қазақстан республикасы сыртқы істер министрлігі мемлекеттік протокол қызметінің жетекшісі, қазақстанның литва республикасындағы елшісінің кеңесшісі, қазақстанның австрия республикасындағы елшілігінің кеңесші уәкілі, иран ислам мемлекеті,"
F2/Audio/inform_965_133.wav,"бірақ, болып қалатын шығар деп отырмыз."
F2/Audio/inform_613_1.wav,"атырау мен астрахань облыстарының шекарасындағы қамыстың өртенуі туралы дерек расталмады, деп хабарлайды қазақпарат тілшісі."
F2/Audio/inform_3296_07.wav,қырық тоғыз шаршы метр аумақты шарпыған өрт тек екі сағаттан кейін ғана сөндірілді.
F2/Audio/inform_1281_03.wav,"тәуелсіздік ең алдымен, қазақ халқының бостандыққа ұмтылған асқақ арманы мен қайсар рухының жемісі."
F2/Audio/inform_655_08.wav,"тіпті кейбір мұғалімдер көрші ауылға барып, толтырады дегенді естідім."
F2/Audio/inform_965_128.wav,"біздің де осы мақсатта қалалық әкімдікке жолдаған жобамыз болған, ол келесі жылы жүзеге асып қалар."
F2/Audio/inform_1020_05.wav,"бөрлі аудандық сотының үкімімен с. қазақстан республикасы қылмыстық кодексінің жүз тоқсаныншы бабына алаяқтыққа сәйкес айыпты деп танылып,"
F2/Audio/inform_1236_08.wav,"айналасында адам толып жүрсе де, проблемасымен жалғыз өзі бетпе-бет келеді."
F2/Audio/inform_1283_03.wav,"дегенмен, басына бақ дарыған елміз, қайсар бабалардың ұрпағымыз.
"
F2/Audio/inform_1317_06.wav,"жанған пәтерге кіреберісте сматиллаев екі баласымен әйелді тапты.
"
F2/Audio/inform_691_04.wav,"оның өз еңбек жолын қала әкімдігінен бастағандығын, сондай-ақ, жуалы, талас аудандарының әкімі, бүгінге дейін қазтрансгаз аймақ түркістан облыстық өндірістік филиалының директоры лауазымдарында қызмет атқарып келгендігін ескеріп, тәжірибесін елеп, сенім білдірді."
F2/Audio/inform_705_12.wav,оннан алты мың тонна немесе ішкі тұтынудың қырық тоғыз пайызы көлеміндегі құс еті; шамамен отыз мың тонна немесе импорт үлесі отыз тоғыз пайыз көлеміндегі шұжық өнімдері;
F2/Audio/inform_1039_127.wav,"наталья дементьева, көкшетау қалалық гуманитарлық-техникалық лицейінің директоры, орыс.
"
F2/Audio/inform_1450_05.wav,"оппонентін жетінші раундта нокаутқа жіберді.
"
F2/Audio/inform_2471_08.wav,"ұшақ қозғалған сәттен бастап, жолаушы жары мен баласын қолынан жібермегенін айтады."
F2/Audio/inform_921_07.wav,"жолаушылар далада қалмас үшін жергілікті полиция қызметі көмек көрсетіп, күні-түні қамқорлық жасады."
F2/Audio/inform_679_22.wav,"бұл бағдарламаға қазақстан алты картина ұсынды: камилла бердімұратованың тақсыр деректі фильмі, айдарбек әбділқадырдың терең су анимациялық туындысы,"
F2/Audio/inform_1262_05.wav,"өйткені, елдің, жердің тарихы - халықтың қасіретті тағдыры."
F2/Audio/inform_3215_27.wav,"олар бір-бірін кәсіби біліксіз, және және жеке басқа да байланыстарын пайдаланады деп кінәлайды."
F2/Audio/inform_999_09.wav,"оның ниеті бұзық болғаны айдан анық, - дейді қала тұрғыны."
F2/Audio/inform_694_09.wav,"асыл тұқымды ұрғашы мал басын сатып алу, сондай-ақ импортқа тәуелді позициялар - сүт, құс еті, қант қызылшасы сияқты басым бағыттарды ғана субсидиялауға қайта бөлінеді."
F2/Audio/inform_1039_001.wav,"отандастарымыз тек қазақ тілінде ой бөлісе отырып, мемлекеттік тілді үйренуге не түрткі болғанын айтып берді."
F2/Audio/inform_589_60.wav,"деректер ешқайда жіберілмейді және қосымша профилінде қалады.
"
F2/Audio/inform_1349_19.wav,жастардың бойындағы ұлттық құндылықтарды қалыптастырудың жаңа бағыт-бағдарын айқындау деп айтуға болады.
F2/Audio/inform_965_154.wav,кез келген ұсыныс сұранысқа тәуелді.
F2/Audio/inform_918_13.wav,"айта кетейік, тегін медициналық көмектің кепілдендірілген көлемі қазақстан азаматтарына, қандастарға және елімізде тұрақты тұратын шетелдіктерге қолжетімді болады деп жоспарланып отыр."
F2/Audio/inform_602_38.wav,"бұдан бөлек, абай еңбектерін кең таралған негізгі шет тілдеріне сапалы аударуды жүзеге асыру, басып шығару және халықаралық ілгерілету жөнінде қажетті шаралар қабылданып, абай мерейтойын біріккен ұлттардың білім, ғылым және"
F2/Audio/inform_1039_021.wav,онда әр түрлі ұлт өкілдері болды.
F2/Audio/inform_730_10.wav,"Біз еуропада болып жатқан оқиғаларды мұқият қадағалап отырамыз, еуропа көшбасшыларымен тұрақты түрде сындарлы диалог орнаттық.
"
F2/Audio/inform_678_03.wav,"Облыста жоқ, елімізде ілуде бір кездесетін кәсіппен айналысқым келді.
"
F2/Audio/inform_2432_09.wav,бұл тұрғыда шетелдік қатысумен еншілес банктер қамтылмады.
F2/Audio/inform_706_05.wav,аралда мектептер мен оқу орындары жабылды.
F2/Audio/inform_2470_0.wav,қырық тоғыз жыл бұрын бір мың тоғыз жүз жетпісінші жылы қазасқтан республикасына еңбек және халықты әлеуметік қорғау министрлігінің жауапты хатшысы аида дәденқызы құрманғалиева дүниеге келді.
F2/Audio/inform_3275_00.wav,"өзбекстанда қазақтың ұлы ақыны абайдың жүз жетпіс бес жылдығына орай абай және орта азия әдебиеті атты зерттеу еңбегі жарық көрді, деп хабарлайды қазақпарат."
F2/Audio/inform_3268_01.wav,"кеңес төрағасы, қазақстан республикасы парламенті мәжілісінің заңнама және сот-құқықтық реформа комитетінің жетекшісі қанат мусин он жыл ішінде"
F2/Audio/inform_3288_08.wav,мұнда халық көп жиналатын орындарға бармауға кеңес берер едім.
F2/Audio/inform_591_10.wav,"еліміздегі әрбір отбасына ынтымақ, достық, ізгілік, сыйластық пен құрмет тілеймін, - дейді виктория клепцова."
F2/Audio/inform_1319_05.wav,"аталған қордың төрайымы бейсенкүл нарымбетованың айтуынша, байқауға қырық шақты өтінім түскен.
"
F2/Audio/inform_2463_05.wav,"осылайша, көлікті жыраға аударып алған."
F2/Audio/inform_1241_15.wav,"біз достық үйін бейбітшілік пен келісім, азаматтық бастамалар орталығы етуге тырысамыз."
F2/Audio/inform_2494_06.wav,"педагог мәртебесі туралы заң жиырма бір баптан тұрады және жарты миллионнан астам ұстаздың жұмысына қатысты.
"
F2/Audio/inform_3218_01.wav,"бұл сауалға онлайн брифинг барысында қаланың бас мемлекеттік санитар дәрігері жандарбек бекшин жауап берді, деп хабарлайды қазақпарат тілшісі."
F2/Audio/inform_1039_090.wav,"чиста қазақ болдық қой.
"
F2/Audio/inform_953_172.wav,несиелендіру тетігі: шағын несие несиелендіру үшін бағдарлама бойынша қаражатты облыс әкімдіктері бюджеттік несие ретінде ұсынады.
F2/Audio/inform_729_14.wav,діни ғимарат ұлы жібек жолы бойы мен көне шаһарға келетін туристердің қызығушылығын арттыратын тағы бір үлкен нысаны болады.
F2/Audio/inform_561_13.wav,"ұлттық құрамалар, клуб командалары үшін спорттық жаттығуларға рұқсат бар."
F2/Audio/inform_1238_38.wav,"өнеркәсіп, көлік, құрылыс, ауыл шаруашылығы және басқа материалдық өндіріс салаларының жетпіс екі жұмысшысы мен еңбеккері үш дәрежелі еңбек даңқы орденінің иегерлері атанды."
F2/Audio/inform_1244_13.wav,осындай күрделі кезеңнен шығудың бір жолы - қазақтың аудандары мен облыстарында іргелі мемлекет құру.
F2/Audio/inform_933_17.wav,"жолдасбеков мырзатай бір мың тоғыз жүз отыз жетінші жылы туған, мемлекет және қоғам қайраткері, құрмет және парасат ордендерінің иегері."
F2/Audio/inform_3185_12.wav,құрметті консул болып әлемге танымал тошиба корпорациясының вице-президенті широ кавашита тағайындалды.
F2/Audio/inform_953_040.wav,"ауыл шаруашылығы министрлігіне мүдделі мемлекеттік органдармен, нұр-сұлтан, алматы, шымкент қалаларының және облыстардың әкімдерімен, сондай-ақ атамекен ұлттық қауіпсіздік партиясымен бірлесіп"
F2/Audio/inform_569_15.wav,қуғын-сүргінге ұшыраған отбасыларды әрі қарай машинамен алатау баурайындағы алтынемел деген ауылға апарған.
F2/Audio/inform_555_07.wav,жексенбі күні төрт бірдей қазақстандық іріктеу сайыстарында-ақ жолдан шығып қалды.
F2/Audio/inform_941_07.wav,"әкім орынбасарының айтуынша, әлеуетті көмек алатын барлық көп балалы отбасылар жаңа жылдан бастап автоматты түрде жоғары төлемді жәрдемақы алады."
F2/Audio/inform_1441_20.wav,екі мың он бес-екі мың он жетінші жылдары - нұр отан партиясының хатшысы.
F2/Audio/inform_3264_14.wav,"үкімет басшысы келіп түскен ұсыныстар мен ұсынымдарды ескере отырып, оқу бағдарламаларын жетілдіру бойынша жұмыс тұрақты негізде жүргізілетіндігін айтады."
F2/Audio/inform_3292_00.wav,"парламент мәжілісінің жалпы отырысында қазақ тілі терминологиясы саласы бойынша мәселелер көтерілді, деп хабарлайды қазақпарат тілшісі."
F2/Audio/inform_975_09.wav,"меніңше, ірі компаниялардың қызметкерлері жұмыс аптасының аясында бірнеше сағатын қоғамға қайтарымсыз көмекке арнай алады."
F2/Audio/inform_589_35.wav,"жобаға әр түрлі бизнес түрлерінің қатысу алгоритмдері бизнес қоғамдастық және санитарлық дәрігерлермен келісіледі.
"
F2/Audio/inform_3259_12.wav,тіпті оның жазғаны негізсіз болса да.
F2/Audio/inform_4422_5.wav,ол өз сөзінде абай ілімінің өзектілігін қозғады.
F2/Audio/inform_618_19.wav,қазақстан республикасының сауда және интеграция вице-министрі қайрат төребаев пен қазақстан республикасы президентінің жанындағы мемлекеттік басқару академиясының бірінші вице-ректоры еркін дусипов құттықтау сөз сөйледі.
F2/Audio/inform_921_00.wav,ақтөбеде төтенше жағдайлар қызметі қыста жолда абай болуға шақырды.
F2/Audio/inform_3275_08.wav,"сонымен қатар автор университеттердің филология факультеті студенттеріне арналған әуезов және орта азия әдебиеті қазақ тілінде, екі мың алтыншы жылы шықты,"
F2/Audio/inform_1031_08.wav,маңғыстаулықтар мұны мерейтойы қарсаңында тағы дәлелдей түскендей.
F2/Audio/inform_3232_57.wav,осы себепті вице-министр ерлан қиясовқа тілшілер тіл ғалымдарына жүгінуді өтініп отыр.
F2/Audio/inform_3255_03.wav,"сонымен қатар төрт облыста ойын-сауық орталықтарының жұмыс режиміне өзгерістер енгізіліп, олардың демалыс және мереке күндері жұмыс істеуіне рұқсат берілді."
F2/Audio/inform_1318_21.wav,"осыдан екі жыл бұрын ресейде еріктілер жылы өткен болатын, - деді ол."
F2/Audio/inform_589_19.wav,жүйе адамдардың жүріп-тұруын шектей ала ма?
F2/Audio/inform_1283_22.wav,"Жасалып жатқан игі жұмыстардың бәрі келер ұрпақ үшін екенін мен әрдайым айтып келемін.
"
F2/Audio/inform_2494_23.wav,"жалпы, екі мың жиырма төртінші жылға дейін бес триллион үш миллиард теңге осы нормаларды жүзеге асыру үшін бюджеттен бөлінеді."
F2/Audio/inform_2444_00.wav,қазақстан үкіметі екі мың жиырмасыншы жылы он жеті заң жобасын әзірлейді.
F2/Audio/inform_3289_02.wav,"қажет болған жағдайда біз бір уақытта он сегіз денсаулық сақтау нысанын қайта өзгертіп, төсек-орнын санын төсек-орын санын алты мыңға дейін арттыра аламыз.
"
F2/Audio/inform_2487_09.wav,дамыту үшін үлкен перспективалары бар.
F2/Audio/inform_1038_01.wav,келелі басқосуды тауарлар мен көрсетілетін қызметтердің сапасы мен қауіпсіздігін бақылау департаментенті мен денсаулық сақтау басқармасы және салауатты өмір салтын қалыптастыру орталығы ұйымдастырды.
F2/Audio/inform_1474_47.wav,"айта кетсек, бүгін қазақстан республикасының тәуелсіз ел атанғанына жиырма сегіз жыл толып отыр."
F2/Audio/inform_1271_01.wav,"бұл туралы қалалық мәслихаттың кезекті отырысында сөз болды, деп хабарлайды қазақпарат тілшісі."
F2/Audio/inform_3259_11.wav,"қазір кім көп лайк жинаса, жұрт соның пікірі дұрыс екен деп ойлайды."
F2/Audio/inform_3189_04.wav,аталған шара барысында мүмкіндігі шектеулі балаларды қолдау бағытында нақты істер жүзеге асты.
F2/Audio/inform_1466_06.wav,биылғы жылдың оныншы желтоқсанындағы жағдай бойынша нұр-сұлтан қаласының есіл өзеніндегі мұздың қалыңдығы отыз сантиметрді құрайды.
F2/Audio/inform_1471_02.wav,самара - шымкент тасжолы полиция мен төтенше жағдайлар қызметінің бақылауына алынды.
F2/Audio/inform_965_248.wav,"мен одан көркем әдебиет те, эстетикалық мән де көріп тұрған жоқпын."
F2/Audio/inform_991_04.wav,"мысалы, бір мың тоғыз жүз тоқсан бірінші жылы жол-көлік оқиғасынан ең көп адам- он үш мың төрт жүз жиырма тоғыз адам қаза тапқан болса,"
F2/Audio/inform_4411_06.wav,"вегетация сәтті өтті деп айтуға болады, - деп мәлім етті министр үкімет отырысында.
"
F2/Audio/inform_3199_03.wav,"олардың көмегін коронавируспен ауырған мыңдаған адамдар ғана емес, сонымен қатар, аз қамтылған және мұқтаж отбасылар да сезіне білді."
F2/Audio/inform_2473_12.wav,"алматы облысының алакөл ауданында жел секундына он жеті - жиырма екі жылдамдықпен ұйтқиды.
"
F2/Audio/inform_1481_34.wav,"түркиядағы компаниясы сақтандыру саласында халыққа қызмет етсе, қазақстандағы компаниясы елімізге түркия және басқа елдерден инвесторларды тарту жұмысын атқарады."
F2/Audio/inform_1239_06.wav,"белгілі болғандай, шарт талаптарын іске асыру үшін орталық органдар айқындалды."
F2/Audio/inform_2500_40.wav,айта кетерлігі бұл лауазым иесі де екі мың он төрт-екі мың он алтыншы жылдары ауыл шаруашылығы вице-министрі болып еңбек еткен еді.
F2/Audio/inform_2499_00.wav,"нұрлы жол бағдарламасының бес жылы ішінде ұзындығы он мың шақырымды құрайтын республикалық жолдардың құрылысы мен реконструкциясы бойынша жобалар іске асырылады, деп хабарлайды қазақпарат."
F2/Audio/inform_1476_12.wav,әр сенбі сайын біз осында бас қосамыз.
F2/Audio/inform_1490_29.wav,"полярлық экспедиция қатысушылары - белгілі альпинистер мағжан сағымбаев пен ілияс ғалымбеков ауа райының қолайсыздықтарына қарамастан, винсон шыңына шықты."
F2/Audio/inform_672_09.wav,"бүгінде билетті интернет-ресурстар, өзіне-өзі қызмет көрсету автоматтары және өзге де арналар арқылы билет сату кеңейтілді."
F2/Audio/inform_3286_00.wav,"саттықлышев коронавирус инфекциясының алдын алу мәселелеріне қатысты халықтық медицинаға қатысты ойымен бөлісті, деп хабарлайды қазақпарат тілшісі."
F2/Audio/inform_3243_08.wav,орталық өңірде он-он екі сантиметр; - шығыс өңірде жиырма бес-отыз сантиметр; - оңтүстік өңірде үш-төрт сантиметр.
F2/Audio/inform_1038_06.wav,бүгінгі күні аталған жоба қаланың он жеті мектебінде іске асырылуда.
F2/Audio/inform_3191_20.wav,"ал қазақстандық құрама босния және герцоговинамен бұдан бұрын кездескен емес.
"
F2/Audio/inform_2497_13.wav,"бірінші қаңтарда шығыс қазақстан облысының кей жерлерде бұрқасын, тұман, жолдарында көктайғақ күтіледі."
F2/Audio/inform_1236_00.wav,"бүгін облыс әкімі амандық баталов жасөспірімдерге зорлық көрсету фактісін анықтап, кінәлінің жазаға тартылуына мұрындық болған, ең бастысы жәбір көрген жасөспірімге дер кезінде психологиялық көмек көрсетіп."
F2/Audio/inform_2402_00.wav,"солтүстік қазақстан облысының әкімі құмар ақсақалов өңірдің медицина қызметкерлері мен ұстаздарының еңбекақысы жаңа жылдан бастап қаншаға артатынын айтты, деп хабарлайды қазақпарат тілшісі."
F2/Audio/inform_1283_53.wav,"төл мерекеміз құтты болсын! мемлекеттігіміз мәңгілік болсын!
"
F2/Audio/inform_2485_05.wav,қала өскен сайын оның электр және жылу жүктемесі де соған сәйкес артып отыр.
F2/Audio/inform_3250_09.wav,жеке кәсіпкерлік ашқан қызылжар ауданының тұрғыны өсімдік шаруашылығымен айналыспақ.
F2/Audio/inform_556_07.wav,"сондай-ақ, тоғыз, он бірінші сыныптың оқушылары әлеуметтік ара-қашықтық сақтай отырып оқуды аралас түрде оқуда, - деді,"
F2/Audio/inform_1475_28.wav,"файтингте аяқпен, қолмен жұмыс істеу керек.невазада партнёр жақсы.
"
F2/Audio/inform_3258_24.wav,"атап айтқанда, қызметкерлер саны он бес және одан да көп адамды құрайтын ұйым қызметкерлерінің алпыс-сексені қашықтан жұмыс істеу режиміне көшіру мектепке дейінгі балалар мекемелерінде қосымша кезекші топтар,"
F2/Audio/inform_1275_09.wav,ал келесі жылдан бастап осы шағын ауданды абаттандырумен айналысатын боламыз.
F2/Audio/inform_2482_25.wav,"айта кетейік, бүгінде қазақстан ауылдық округінің құрамына үш елді мекен кіреді.
"
F2/Audio/inform_974_17.wav,тұрғындардың көпшілігі түрксіб ауданындағы қоғамдық көлік қатынасына қатысты шағым айтты.
F2/Audio/inform_942_08.wav,көзілдірік пайдалану арқылы өтетін ұшу барысында авиациялық техникада барлық жарықтандыру құралдары ажыратылады.
F2/Audio/inform_569_25.wav,"қазақ ауылында есейіп, алпыс тоғызыншы жылдан немере ағайым адаммен бірге атырау облысындағы индер ауданының путь ильича кеңшарында жұмыс істедім.
"
F2/Audio/inform_948_8.wav,автокөліктердің өртке орануының жиіленуін мамандар түрлі жылытқыштардың орнатылуымен де байланыстырып отыр.
F2/Audio/inform_941_03.wav,рәсімге атырау қаласының әкімінің орынбасары ұлықбек тіналиев қатысты.
F2/Audio/inform_710_2.wav,"бұл осы спорт түрінің одан әрі таралуына ықпал ететін болады, - деді асқар мамин."
F2/Audio/inform_1238_12.wav,"ғалым және қоғам қайраткері ахметов, жазушы әбдікұлы, қазақстан республикасының тұңғыш президенті - елбасы кеңсесінің басшысы қасымбеков.
"
F2/Audio/inform_1339_05.wav,"мұнымен қоса, парыз байқауының үздік әлеуметтік жауапты кәсіпорын аталымында алтын жүлденің жеңімпазы ретінде қызылорда облысындағы абзал и к компаниясы марапатталды."
F2/Audio/inform_1279_01.wav,"отбасылық медициналық орталықты ашудағы басты мақсат - қалалық емханаға артылған жүкті азайту, нәтижесінде тұрғындар ұтады."
F2/Audio/inform_1033_31.wav,сағат он бір нөл-нөлде адам құқықтары жөніндегі қазақстандық халықаралық бюроның баспасөз орталығында
F2/Audio/inform_612_28.wav,"жайық суының азаю тек облыстың біздің облыста ғана емес, ресейде, мысалы, оренбургте де жағдай осындай.
"
F2/Audio/inform_670_11.wav,шетел қазақтарынан айырылуымыз мүмкін.
F2/Audio/inform_2425_26.wav,жарты жылда қалада тоғыз жүзден астам ереулі болған.
F2/Audio/inform_1282_08.wav,"өз кезегінде, қырғызстан республикасының студенттері сот төрағасына қазақстан республикасындағы сот жүйесінің жұмысына және сот жүйесіндегі жаңа өзгерістерге қатысты көптеген сұрақтар қойып, өзара пікір алмасты."
F2/Audio/inform_1016_03.wav,"сонымен қатар, қаланың орталығынан өтетін қошқар ата өзенінің жағалауы абаттандырылып, көпшілік демалыс аймағына айналмақ."
F2/Audio/inform_958_71.wav,жасөспірімдер арасындағы өз-өзіне қол жұмсау және зорлық-зомбылықтан қорғау мәселесі күн тәртібінен түспей тұр.
F2/Audio/inform_1313_02.wav,"бұдан бұрын жазғанымыздай, оқиға тасқала ауданы орталығында орын алды."
F2/Audio/inform_1306_16.wav,премьер-министр кеңсесінің басшысы қойшыбаевқа және премьер-министрдің кеңесшісі әбдірахымовқа табысталды.
F2/Audio/inform_1422_10.wav,ауылға барғасын бір ай ішінде қазақстанға көшу туралы шешім қабылдадым.
F2/Audio/inform_970_00.wav,"рудныйда елу отбасы баспаналы болды.
"
F2/Audio/inform_971_04.wav,студенттерге парасаттылық құндылықтары мен сыбайлас жемқорлықтың алдын алудағы жастардың рөлі бойынша дәріс оқыды.
F2/Audio/inform_965_186.wav,"сонда байқағаным, бізге қарағанда ол жақта кітапқа сұраныс көбірек екен.
"
F2/Audio/inform_1425_00.wav,"қазақстандық экспорттаушылардың екі бүтін оннан екі миллиард теңге шығын өтеледі, деп хабарлайды қазақпарат."
F2/Audio/inform_3244_11.wav,"анасының таяқ жегенін көру, нормативті лексикаға жатпайтын сөздерді есту баланың психикасына кері әсер етеді, - дейді ол."
F2/Audio/inform_2418_27.wav,"-пиротехникалық бұйымдарды үй-жайда қолдануға бенгаль оттары, торт шырақтары, тарсылдақтардан басқасы.
"
F2/Audio/inform_713_02.wav,нұрлы жер бағдарламасы аясында береке ықшамауданында салынған үйден пәтер кілттерін атырау қаласы әкімінің орынбасары ринат жаңғылшылов пен тұрғын үй құрылыс жинақ банкі акционерлік қоғамы басқарма төрағасының орынбасары нұрлан ақшанов табыстады.
F2/Audio/inform_1438_07.wav,"мүдделерді құрметтеуге негізделген өңірдің саяси және экономикалық тұрақты, қауіпсіз дамуына еліміздің ерекше қызығушылығын атап өтті."
F2/Audio/inform_1255_36.wav,"мүгедектер құқығының комитеті конвенцияға қатысушы-мемлекеттердің баяндамасын қарап, ұсыныс пен ортақ ұсынымдар шығарады."
F2/Audio/inform_3266_14.wav,"олардың жұмыстары әрдайым осындай жемісті болсын, - деді телефоны қайтарылған зейнеткер."
F2/Audio/inform_2423_17.wav,сондай-ақ асб қорытындысы бойынша тәуекелге бағдарланған қадағалауды жетілдіруге және банктердегі бизнес процестерді жақсартуға бағытталған жүйелік шаралар жайында бастама көтеріледі.
F2/Audio/inform_3279_00.wav,қарағандылық полицейлер шетел автокөліктерінің мемлекеттік тіркеу нөмірін ұрлаумен айналысқан ұрыларды құрықтады.
F2/Audio/inform_1472_08.wav,"нұр-сұлтан, алматы, шымкент қалаларының әкімдеріне жастар үшін жыл сайын мың пәтер салуды тапсырған болатын."
F2/Audio/inform_627_02.wav,амангелді ауылының батыс беткейіндегі қозыкөш жерде шамамен алты шақырымдай аумақты алып жатқан шағын шоқының қойнауында қандай құпия құндақталған?
F2/Audio/inform_2465_16.wav,"ол тараптарға ахқо соты мен хто сотына электрондық түрде әлемнің кез келген нүктесінен нұр-сұлтанға келіп қатысусыз талап-арыз беруге мүмкін жасайды.
"
